Ошанина улица, 27
Хасановская улица, 4
Панаева улица, 11
Рощинская улица, 11
Ольховская 2-я улица, 33
Саянская улица, 3
Лениногорская улица, 4
Апрельская улица, 34
Ялтинская улица, 34
Шмидта улица, 38
Макетная улица, 5
Экскаваторный 5-й переулок, 39
31 км казарма, 6
Горская улица, 9
Медкадры улица, 14
Советская Сибирь улица, 6
Декабристов Лог переулок, 6
Юннатов улица, 15
Холодильная улица, 8
Деповская улица, 13
Федосеева улица, 26
Кошурникова улица, 31
Курганская улица, 10
Забалуева улица, 17
Чистый переулок, 19
Гидростроителей улица, 39
Сторожевая улица, 30
Трикотажный 5-й переулок, 10
Караваева улица, 36
Айвазовского улица, 32
Конный парк, 40
Взлетная улица, 30
Баумана улица, 12
Рабочая 1-я улица, 1
Сибсельмашевская улица, 1
Магаданская улица, 10
Изыскателей улица, 19
Закарпатская улица, 11
Мира улица, 38
Ломоносова улица, 2
Ударная улица, 5
Илимская улица, 21
Камчатская улица, 4
Грунтовая улица, 31
Степная улица, 28
Тютчева улица, 39
Красина тупик, 12
Гомельская улица, 15
Кольцова улица, 13
Симферопольская улица, 6
Арбатская улица, 9
Часовой 3-й переулок, 23
Борьбы улица, 3
Димитрова улица, 32
Бронная улица, 25
Новоселов улица, 22
Танкистов 3-й переулок, 4
Семьи Шамшиных улица, 21
Камышенская улица, 34
Дементьева переулок, 26
Краевая улица, 39
Рылеева улица, 27
Иркутская улица, 15
Яснополянская улица, 12
Белая улица, 7
Телевизионный 1-й переулок, 15
Красных Партизан 2-я улица, 12
Чигорина улица, 1
Штормовая улица, 22
Самарский переулок, 9
Океанская улица, 21
Смежная улица, 2
Строительная улица, 33
Жемчужная улица, 7
Мочищенский Спуск улица, 1
Малахитовая улица, 21
Юргинская 1-я улица, 29
Автономная улица, 23
Нагорная улица, 16
Огарёва улица, 1
Дальневосточная улица, 10
Вересаева улица, 37
Ялтинская улица, 31
Восточный проезд, 31
Почтовый 3-й переулок, 34
Сурикова улица, 7
Лесозавод 1-я улица, 6
Жилой поселок 1-й Заельцовского Бора тер, 15
Кайтымовская 1-я улица, 25
Донбасская улица, 32
Мочищенское шоссе, 36
Шапошникова 1-й переулок, 21
Баганская улица, 12
Большевистская улица, 25
Пограничная улица, 6
Танкистов 3-й переулок, 13
Восточный проезд, 26
87 Квартал тер, 29
Вековая улица, 6
Чукотский 8-й переулок, 19
Толбухина улица, 38
Плющиха улица, 15
Архонский переулок, 36
Давыдовского улица, 31
Паромный 2-й переулок, 18
Чукотский 7-й переулок, 15
Тихая улица, 6
Кирова площадь, 31
Барьерная улица, 34
Дегтярева улица, 13
Бурлинский Блок-Пост переулок, 28
Побежимова улица, 27
Костычева 4-й переулок, 5
Ольховская 5-я улица, 3
Владимировский тупик, 21
Бронный 17-й переулок, 7
Кирпичная Горка 2-я улица, 34
Пестеля 2-я улица, 23
Тульский переулок, 9
Бийский 4-й переулок, 10
Тихвинский 2-й переулок, 16
Выборная улица, 21
Серафимовича 1-й переулок, 31
Кометная улица, 25
Лазарева улица, 13
Рабочая 5-я улица, 24
Российская улица, 4
Яна Райниса улица, 29
Эстонская улица, 28
Блока улица, 14
Бориса Щукина улица, 35
Берилловая улица, 7
Портовая 1-я улица, 14
Береговая улица, 35
Калужский 6-й переулок, 33
Подъемная улица, 11
Карбышева улица, 12
Баумана улица, 40
Рябиновая улица, 10
Успенского 9-й переулок, 14
Чернореченская улица, 35
Куйбышева улица, 18
Свечникова улица, 19
Калужский 9-й переулок, 13
Сухарная Береговая 2-я улица, 37
Пансионат Мочищенский нп, 14
Красных Партизан улица, 2
Воинская улица, 25
Партизанская улица, 26
Пихтовая улица, 20
Птицецех улица, 24
Яринская 2-я улица, 10
Прокопьевская улица, 3
Воинская 3-я улица, 2
Таврическая улица, 11
Виноградова улица, 34
Прокопьевская 2-я улица, 39
Часовой 2-й переулок, 9
Грекова 2-й переулок, 29
Бийский 2-й переулок, 19
Конный парк, 32
Вертковский 2-й переулок, 26
Северная улица, 26
Бийский 4-й переулок, 7
Парковая улица, 29
Труда площадь, 40
Рассветная улица, 22
Краснодарская улица, 4
Медкадры улица, 1
Ландшафтный 1-й переулок, 35
Ольховская улица, 38
Еловая улица, 14
Севастопольская улица, 39
Капитана Сигова улица, 26
Чулымская 1-я улица, 33
Газовая 2-я улица, 35
Ландшафтный 1-й переулок, 16
Карла Маркса площадь, 21
Кутателадзе улица, 16
Айвазовского улица, 16
Автогенная улица, 16
Азовский переулок, 40
Харьковская улица, 14
Ватутина улица, 32
Радиотехническая улица, 8
101-й квартал, 4
Физиков улица, 17
Камчатская улица, 19
Инюшенский 2-й переулок, 3
Гончарова улица, 20
Каширская улица, 33
Чукотский 2-й переулок, 12
Алма-Атинская улица, 2
Пихтовая 2-я улица, 38
Матросова улица, 18
Мосина улица, 6
Строителей проспект, 14
Таганрогская улица, 4
Николаева улица, 2
Циолковского улица, 39
Белгородская улица, 11
Крамского улица, 21
Короленко Малая улица, 2
Чкалова улица, 12
Гэсстроевская улица, 7
Водонасосная 2-я улица, 38
Камышенский 8-й переулок, 11
Узловая улица, 32
Мира 2-й переулок, 11
МОПРА Малая улица, 7
Шорная улица, 10
Береговая улица, 26
Пензенская улица, 32
Гэсстроевский 3-й переулок, 24
Широкая улица, 10
Рождественская улица, 16
Дорожная улица, 38
Сиреневая улица, 22
Согласия улица, 1
Ельцовская улица, 17
Заельцовский Парк тер, 34
Декабристов улица, 29
Санитарная улица, 17
Урожайная улица, 19
Электронный 6-й переулок, 17
Чайковского улица, 15
Театральная улица, 8
Радистов улица, 30
Черняховского 2-я улица, 39
Матросова переулок, 15
Театральная улица, 19
6 Пятилетки 1-й переулок, 26
Забайкальская улица, 23
Паромный 2-й переулок, 9
Полякова улица, 14
Сибстройпути улица, 23
Юргинская 1-я улица, 5
Лесозавод 2-я улица, 29
Циолковского переулок, 34
Жилой поселок 2-й Заельцовского Бора тер, 7
Радиостанция Речного Пароходства улица, 33
Камышенский 5-й переулок, 33
Московская улица, 4
Хитровская улица, 28
Харьковская улица, 18
Бронный 16-й переулок, 14
Станиславского 1-й переулок, 8
Добровольческая улица, 23
Капитана Сигова улица, 12
Гэсстроевский 9-й переулок, 27
Качалова улица, 21
ДОС тер, 31
Ударников улица, 30
Пилотов улица, 27
Асфальтный переулок, 34
Инюшенский 2-й переулок, 36
Сибсельмашевская улица, 25
Азербайджанская улица, 6
Пионерская улица, 6
Физкультурная улица, 9
Алмазная улица, 6
Автогенная улица, 12
Тихвинский 3-й переулок, 30
Щитовая улица, 2
Достоевского улица, 24
Белостокская улица, 13
Камышенский 5-й переулок, 19
Оловозаводская улица, 6
Кавказский 2-й переулок, 39
Норильская улица, 3
Крестьянская улица, 11
Мосина улица, 33
Харьковская улица, 22
Береговая улица, 11
Краснодарская улица, 33
Бийский Конный Спуск улица, 38
Нахимова улица, 12
Писарева улица, 10
Дальневосточная улица, 4
Азолина переулок, 12
87 Квартал тер, 9
МОПРА Малая улица, 21
Конный парк, 5
Станиславского 4-й переулок, 21
Бетонная улица, 28
Подольская улица, 6
Кирпичная Горка 2-я улица, 3
Ленинская 2-я улица, 17
Окинская улица, 32
Обдорская улица, 4
Писемского улица, 18
Союза Молодежи 2-я улица, 13
Рощинская улица, 38
Дружбы улица, 3
Бердское шоссе, 20
Михайловская улица, 30
Бронный 1-й переулок, 23
Объединения улица, 32
Лесной Авиации улица, 10
Трубная улица, 17
Боровой переулок, 25
Северная улица, 13
Инвентарная улица, 17
Красина тупик, 34
Яковлева улица, 9
Москворецкая улица, 8
Толмачевская улица, 17
Зейская улица, 31
Чуйская улица, 20
Короленко Малая улица, 35
Молдавская улица, 37
Соревнования улица, 15
Январская улица, 15
Берёзовый проезд, 25
Лесная улица, 2
Фурманова улица, 32
Гидромонтажная улица, 12
Камышенский 10-й переулок, 22
Леонида Русских улица, 15
Колыванский переулок, 22
Репина улица, 26
Экскаваторный 3-й переулок, 10
Искры улица, 8
Богдана Хмельницкого улица, 14
Моховая 1-я улица, 32
Гоголя улица, 15
Междуреченская улица, 14
Воинская 3-я улица, 21
Граничный переулок, 38
Ядринцевский Конный Спуск улица, 37
Мончегорская улица, 39
Танкистов 3-й переулок, 19
Шевцовой улица, 11
Воронежский переулок, 40
Паромный 2-й переулок, 7
Болотная улица, 10
Чаплыгина улица, 7
Фридриха Энгельса улица, 4
Камышенский 2-й переулок, 1
Ногина переулок, 30
Ключ-Камышенское Плато улица, 14
Федосеева улица, 10
Выборная улица, 38
Санитарная улица, 12
Пристанский переулок, 30
Таловая улица, 34
Давыдовского улица, 6
Седова 2-й переулок, 1
Новосельская улица, 18
Черкасский 3-й переулок, 36
Лесная Малая улица, 7
Зеленхозовский 3-й переулок, 3
Катунская улица, 37
База Геологии улица, 39
Экскаваторный 4-й переулок, 16
Олекминская улица, 24
Морозова улица, 32
Оборонная улица, 16
Шоссейная улица, 6
Трикотажный 2-й переулок, 13
Римского-Корсакова 4-й переулок, 15
Калужская улица, 18
Краснофлотская улица, 9
Панишева улица, 19
Садовый проезд, 2
Прожекторная улица, 26
Доватора 2-й переулок, 11
Эстафетная улица, 39
Балластный 1-й переулок, 28
Электронный 1-й переулок, 9
Ленина площадь, 7
Тракторный переулок, 10
Гэсстроевский 8-й переулок, 30
Пархоменко 2-й переулок, 2
Блюхера улица, 14
Свечникова улица, 10
Гипсовая улица, 37
Морзистов переулок, 25
Хасановская улица, 29
Новикова переулок, 21
проф Нижняя Ельцовка тер, 8
Гражданская улица, 39
Советская Сибирь улица, 3
Байдукова улица, 13
Нарядная улица, 39
Поленова улица, 3
Хакасская улица, 21
Быстрая улица, 36
Гусинобродское шоссе, 37
Рождественская улица, 2
Шукшина улица, 33
Серебристая улица, 17
Кирпичная Горка 3-я улица, 35
Патронная 1-я улица, 34
Попова улица, 32
Ростовская улица, 15
Геологическая улица, 39
Аренского улица, 17
Порядковый 3-й переулок, 23
Тимирязева улица, 1
Трубопроводная улица, 35
Красноармейская Малая улица, 3
Прожекторная улица, 16
Чернореченская улица, 5
Красногвардейская улица, 19
Овчукова улица, 34
Троллейный 1-й переулок, 40
Старое шоссе, 16
Холмистая улица, 8
Матросова улица, 14
Алма-Атинская 2-я улица, 24
Поддубенский переулок, 13
Ольги Берггольц улица, 37
Находка улица, 34
Гражданская улица, 16
Электронный 2-й переулок, 19
Закавказская улица, 24
Перекопская улица, 15
Арктическая улица, 1
Калужская улица, 24
Рабочий 6-й переулок, 32
Танкистов 3-й переулок, 23
Окинская улица, 7
Каштановая 1-я улица, 28
Обручева улица, 9
Восточная 2-я улица, 33
Национальная улица, 36
Чукотский 6-й переулок, 32
Шапошникова улица, 10
Лесная улица, 18
Ковалевского улица, 26
Достоевского улица, 5
Плющиха улица, 23
Карамзина улица, 37
Панишева переулок, 33
Иня 12 км разъезд, 25
Детский проезд, 10
Бурлинский Переезд переулок, 37
Инструментальный переулок, 20
Саратовская улица, 14
Акмолинская улица, 14
Новоселов улица, 39
Красных Партизан улица, 20
Федосеева улица, 9
Европейская улица, 20
Телевизионный 2-й переулок, 20
Каунасская улица, 23
Таманский 1-й переулок, 3
Громова улица, 11
Биатлонная улица, 15
Социалистическая улица, 12
Амурский 3-й переулок, 21
Шишкина улица, 25
Гризодубовой улица, 7
Пермский 1-й переулок, 7
Телевизионная улица, 20
Находка улица, 31
Зои Космодемьянской улица, 5
Чулымский 1-й переулок, 26
Волжский переулок, 12
Пригородная улица, 28
Высокогорная 2-я улица, 31
Дачи УВД тер, 15
Елоховская улица, 6
Потанинский переулок, 27
Зорге улица, 31
Кирзаводская улица, 15
Рабочая улица, 33
Карпинского улица, 20
Янтарная улица, 39
Красноармейская Малая улица, 16
Гомельская улица, 1
Молодости улица, 8
Бронный 16-й переулок, 1
Лаврова улица, 22
Калиновая улица, 4
Полтавская улица, 3
Читинская улица, 31
Зеленый Бор улица, 7
Бронный 17-й переулок, 36
Владимировская 2-я улица, 16
Электронный 4-й переулок, 9
Шекспира улица, 32
Карла Либкнехта улица, 20
Панфиловцев 2-й переулок, 9
Южный переулок, 5
Галущака улица, 9
Паромный 2-й переулок, 12
Абразивная улица, 10
Шевцовой 4-я улица, 24
Боевой переулок, 27
Садовый переулок, 27
Максима Горького улица, 17
Литейная улица, 16
Мартовская улица, 40
Дмитрия Шамшурина улица, 12
Оптическая улица, 21
Даргомыжского улица, 11
Каштановая 1-я улица, 36
Кольцевой Лог улица, 37
Яншина улица, 34
Курако улица, 14
Зеркальная улица, 39
Томьусинская улица, 25
Ельцовский 1-й переулок, 38
Рабочий 6-й переулок, 30
Лобова улица, 7
Электронный 3-й переулок, 16
Нахимова улица, 32
Вавилова улица, 25
Красногвардейская улица, 38
Порт-Артурский 4-й переулок, 6
Волочаевский переулок, 1
Порядковый 1-й переулок, 1
Гайдара улица, 17
Судоходная улица, 34
Полежаева улица, 25
Шушинская улица, 38
Искры улица, 39
Гарина-Михайловского площадь, 1
Чулымская 2-я улица, 2
Сухумская улица, 17
Рождественская улица, 8
Урманова улица, 30
Санаторий Заельцовский Бор п, 37
Узорная улица, 23
Лескова улица, 14
Большевистская улица, 10
Широкий переулок, 34
Херсонская улица, 10
Бийский Пеший Спуск улица, 30
Декабристов Лог переулок, 5
Мостовая улица, 23
Тракторная улица, 17
Покрышкина улица, 29
Тракторный переулок, 35
Невельского улица, 11
Мальцева улица, 19
Покатный 1-й переулок, 6
Яна Райниса улица, 2
Ядринцевский Конный Спуск улица, 39
Алтайский 1-й переулок, 21
Паромный 1-й переулок, 7
Дуси Ковальчук улица, 23
Сормовская улица, 27
Шапошникова 3-й переулок, 8
Красногвардейская улица, 7
Стасова улица, 14
Рождественская улица, 21
Степной 1-й переулок, 2
Экскаваторный 3-й переулок, 7
Изыскателей улица, 17
Молодогвардейская улица, 23
Петропавловский 1-й переулок, 30
Карла Маркса проспект, 4
Новикова переулок, 13
Тихвинская улица, 5
Панфиловцев 2-й переулок, 16
Гэсстроевская 2-я улица, 15
Планетная улица, 25
Буровая улица, 21
Национальная улица, 9
Кондратюка площадь, 22
Пешеходная улица, 21
Водонасосная 1-я улица, 13
Лобова улица, 10
Гусинобродское шоссе, 26
Олеко Дундича улица, 25
Новикова переулок, 1
Кирзаводская улица, 11
Терновый переулок, 36
База Геологии улица, 17
Фадеева 2-й переулок, 14
Планировочная улица, 6
Планетная улица, 14
Успенского 1-й переулок, 11
Кубановский переулок, 21
Коммунстроевская улица, 13
Санаторий СибВО Ельцовка тер, 2
Ельцовки Левый Берег улица, 12
Коммунальная 2-я улица, 13
Камышенский Лог переулок, 11
Гомельская улица, 35
Гэсстроевский 5-й переулок, 26
Луговая улица, 40
Покрышкина улица, 16
Апрельская улица, 21
Золотистый переулок, 8
Оптическая улица, 1
Гэсстроевский 9-й переулок, 25
Подольская улица, 29
Гаранина улица, 26
Инюшенский 5-й переулок, 1
Парковая улица, 12
Трикотажный 6-й переулок, 8
Согласия улица, 18
Электрозаводская улица, 10
Кулундинская улица, 14
Саратовская улица, 19
Новаторский переулок, 23
Курильская улица, 39
Яснополянская улица, 39
Шевцовой 2-й переулок, 6
Щитовая улица, 29
Светлановская улица, 31
Панаева улица, 14
Ставропольский 2-й переулок, 36
Ставропольский 2-й переулок, 15
Гуляевский переулок, 28
Рабочий 3-й переулок, 1
Кошурникова улица, 7
Покатный 1-й переулок, 36
Твардовского улица, 9
Кавказский переулок, 6
Пихтовая улица, 32
Золотодолинская улица, 7
Прокатная улица, 10
Ньютона улица, 36
Верещагина переулок, 18
Полевая улица, 33
Лебедевского улица, 11
Прямой переулок, 30
Приграничная улица, 39
Пестеля 2-я улица, 6
Эйхе улица, 34
Шмидта улица, 9
Медкадры улица, 7
Каштановая улица, 35
Громова улица, 9
Алданская улица, 39
Черносельская улица, 6
Рабочая 5-я улица, 13
Лейтенанта Амосова улица, 34
Зеленый Бор улица, 9
Кайтымовская улица, 27
Наумова улица, 19
Садовый проезд, 1
Харьковская 2-я улица, 14
Тальниковый проезд, 19
Воинская улица, 11
Таловая улица, 39
Ленинская 2-я улица, 12
Газовый проезд, 7
20 Партсъезда улица, 35
Профсоюзная улица, 28
Гончарный переулок, 39
Высокая улица, 6
Уфимская улица, 40
Судоремонтная улица, 40
Красносельская улица, 35
Крылова улица, 30
Липецкая улица, 29
Крашенинникова 2-й переулок, 10
Кубановский тупик, 14
Торфяная улица, 25
Кирзаводская 9-я улица, 33
Карла Маркса площадь, 10
Дальняя 2-я улица, 31
Профинтерна тупик, 37
Дунаевского улица, 11
Радужная улица, 18
Волжская улица, 14
Успенского 8-й переулок, 29
Станиславского 1-й переулок, 25
Закавказская улица, 31
Байкальский переулок, 39
Овчукова улица, 17
Пулеметная улица, 13
Барнаульский тупик, 33
Планировочная улица, 8
Азолина переулок, 6
Танкистов 3-й переулок, 32
Сухарная Береговая 2-я улица, 23
Горный переулок, 33
Тенистая улица, 35
Ньютона улица, 13
Высотная 1-я улица, 2
Зеленхозовский 1-й переулок, 16
Ярославского улица, 13
Клубная 2-я улица, 1
Междуреченская улица, 15
Абаканская улица, 21
Нижегородская улица, 13
Тимирязева улица, 29
Трехгорная улица, 8
Читинская улица, 23
Бетонный переезд, 30
Червонная улица, 25
Красноуральская улица, 11
Карбышева улица, 13
Индустриальная улица, 32
Покрышкина улица, 17
Почтовый переулок, 5
Гоголя улица, 19
Победы улица, 14
Горский 1-й переулок, 35
Согласия улица, 27
Часовой 2-й переулок, 2
Красносельский 3-й проезд, 35
Трикотажная улица, 7
Ногина переулок, 14
3 Интернационала улица, 15
Порт-Артурская улица, 5
Кабардинская улица, 36
Баганская улица, 16
Нарядная улица, 37
19 км казарма, 6
Дунаевского улица, 35
Наумова улица, 16
Дача Мэрии тер, 5
Речная улица, 10
Одоевского улица, 26
Новогодняя улица, 16
Каширская улица, 13
Лобачевского улица, 22
Шоссейная 1-я улица, 35
Почтовый 7-й переулок, 31
Зоологическая улица, 2
Почтовый переулок, 26
Крашенинникова 1-й переулок, 18
Фадеева 2-й переулок, 38
Менделеева улица, 32
Детский проезд, 40
Ельцовская улица, 35
Самаркандская улица, 23
Фридриха Энгельса улица, 34
Шоссейный переулок, 24
Станкевича улица, 40
Телефонная улица, 10
Маковского улица, 7
Владивостокская улица, 22
Осипенко улица, 15
Кирова улица, 26
Степной 3-й переулок, 37
Ольховская 4-я улица, 23
Владимировский Спуск улица, 20
Левобережная улица, 13
проф Нижняя Ельцовка тер, 14
Героев Труда улица, 1
Тамбовская улица, 2
Оренбургская улица, 34
МОПРА улица, 1
Стофато улица, 31
Гэсстроевский 5-й переулок, 31
Менделеева переулок, 3
Моторная улица, 11
Новый переулок, 2
Кубановский тупик, 1
Сызранская улица, 29
Инская улица, 38
Мосина улица, 35
Пихтовая улица, 10
Перекопская улица, 35
Валдайская улица, 24
Экскаваторный 3-й переулок, 32
Батарейная улица, 11
Водозабор улица, 20
Северный 2-й переулок, 27
Народная улица, 38
Гусинобродский Тракт шоссе, 15
Орловский переулок, 34
Спуск Ногина улица, 4
Хинганская улица, 35
Краснодонский 1-й переулок, 17
Высоковольтный переулок, 24
Тихвинская улица, 18
Гастрономическая улица, 29
Илимская улица, 22
Чукотский 9-й переулок, 33
Горный переулок, 22
Бобруйский переулок, 7
Толмачевское шоссе, 33
Пойма реки Каменки улица, 34
Ленская улица, 11
Красногорский 2-й переулок, 12
Шоссейная 2-я улица, 32
Костычева 2-й переулок, 22
Порт-Артурская улица, 38
Майская улица, 23
Слесарей переулок, 17
Яншина улица, 32
Окопный переулок, 10
Сивашская улица, 17
Экскаваторный 3-й переулок, 2
Бурденко улица, 38
Коммунстроевский проезд, 5
Новосибирская улица, 4
Чернышевский Спуск улица, 6
Калужский 8-й переулок, 19
Краснодарский переулок, 12
Воронежский переулок, 28
Инская 1-я улица, 4
Сибсельмашевская улица, 40
Черкасский 1-й переулок, 38
Николая Стазаева улица, 10
3 Интернационала улица, 26
Костычева 3-й переулок, 39
Тульская улица, 28
МОПРА Малая улица, 9
Берилловая улица, 13
Приовражная улица, 36
Шорная улица, 9
Высоковольтная улица, 17
Еловый Бор улица, 23
Поленова улица, 32
Золотодолинская улица, 39
Декабристов Лог переулок, 29
Инская 1-я улица, 9
Тухачевского улица, 22
Ельцовка 2-я улица, 10
Светофорная улица, 13
Бродского улица, 30
Немировича-Данченко улица, 4
Шевченко улица, 13
Лебедева улица, 12
Берёзовый проезд, 22
Осоавиахима улица, 12
Рабочая 5-я улица, 11
Сивашская улица, 8
Серпуховская улица, 37
Первомайская улица, 32
Обской переулок, 29
Майская улица, 38
Туннельный переулок, 25
Красногорский 3-й переулок, 32
Ягодинская улица, 2
Огинского улица, 17
Малыгина улица, 11
Тихвинская улица, 31
Отрадная улица, 7
Полярная улица, 32
Балхашская улица, 4
Мосина улица, 7
Кожевенного завода тер, 39
Красная Горка 2 Линия переулок, 33
Аральская улица, 4
Национальная улица, 6
Пансионат Мочищенский нп, 32
Свердлова площадь, 26
Бабушкина улица, 5
Камышенская улица, 40
Тельмана улица, 2
Газонная улица, 8
Дежнева переулок, 6
Победителей переулок, 18
Камышенский Лог переулок, 33
Песочная улица, 5
Камышенский 4-й переулок, 31
Солнечная 1-я улица, 23
Окинская улица, 15
Оловозаводской переулок, 34
Судоремонтная улица, 10
Восход улица, 20
Станиславского 1-й переулок, 24
Псковская улица, 34
Олеко Дундича улица, 17
Сокольническая улица, 30
Дивизионная улица, 25
Клубная улица, 40
Ботаническая улица, 33
Лаврова улица, 33
Алейская улица, 6
Карельская улица, 2
Красных Зорь улица, 36
Стартовая улица, 11
Харьковская 2-я улица, 12
Кооперативная улица, 25
Борьбы улица, 6
Уржумская улица, 12
Трикотажный 5-й переулок, 5
Подгорная 1-я улица, 29
Танкистов улица, 3
Полежаева улица, 4
Набережная улица, 12
Фадеева улица, 29
Тагильская улица, 34
Сибирцева улица, 5
Окинская 4-я улица, 28
Марата 2-я улица, 10
Торфяная улица, 1
Моцарта улица, 22
Стасова улица, 6
Скрябина улица, 18
Гэсстроевская улица, 10
Красносельская улица, 22
Яна Райниса улица, 11
Почтовый 6-й переулок, 10
Гурьевская улица, 40
Кустарная 2-я улица, 39
Немировича-Данченко 1-й переулок, 6
Станкевича улица, 14
Бестужева улица, 22
Красная Горка 3 Линия переулок, 25
Бийский Пеший Спуск улица, 33
19 км казарма, 25
Левитана улица, 26
Даурская улица, 17
Самарский переулок, 34
Пестеля улица, 28
Молодости улица, 33
Серафимовича 3-й переулок, 8
Куприна улица, 6
Островная улица, 15
Шоссейная 1-я улица, 16
Седова 1-й переулок, 14
Ереснинская улица, 13
Кайтымовская улица, 33
Черкасский 3-й переулок, 27
Костычева 1-й переулок, 36
Новоморская улица, 19
Большевистская улица, 38
Нагорная улица, 8
Дмитрия Шамшурина улица, 27
Сибсельмашевская улица, 11
Челюскинцев улица, 22
Телевизионный 2-й переулок, 22
Коуракская улица, 20
Станиславского 4-й переулок, 9
Калинина улица, 17
Гарина-Михайловского площадь, 13
Станиславского 2-й переулок, 14
Шмидта улица, 25
Серебренниковская улица, 22
Серафимовича 2-й переулок, 13
Лизы Чайкиной улица, 19
Коллективная улица, 30
Радужная улица, 20
Калужский 4-й переулок, 19
Воинская улица, 15
Степной 3-й переулок, 36
12 Декабря улица, 12
Холмский проезд, 25
Удмуртская улица, 39
Радиаторная улица, 21
Военная Горка 1 Линия переулок, 31
Огинского улица, 21
Телевизионная улица, 6
Балластный переулок, 11
Приисковая улица, 7
Сахалинский переулок, 1
Широкая улица, 6
Твардовского улица, 38
Юный Ленинец улица, 34
Октябрьская Магистраль улица, 4
Травяная улица, 9
Акмолинская улица, 33
Нарымская улица, 28
Ельцовка улица, 3
Пасечная улица, 10
Калужский 6-й переулок, 28
Гризодубовой улица, 6
Водонасосная 1-я улица, 6
Пионерская улица, 4
Сосновая улица, 17
Инюшенский 3-й переулок, 37
Хованская улица, 28
Малахитовая улица, 29
Зареченская улица, 24
Почтовый 6-й переулок, 26
Воронежская улица, 13
Асфальтный переулок, 20
Альпийская улица, 1
Сельскохозяйственная улица, 32
Горбаня улица, 20
Электронный 4-й переулок, 29
Ипподромская улица, 3
8 Марта улица, 36
Троицкая улица, 22
Одоевского улица, 15
Малиновая улица, 3
Красина тупик, 22
Октябрьская улица, 4
Шапошникова переулок, 16
Дениса Давыдова улица, 36
Давыдовского улица, 29
Бабушкина улица, 8
Солнечная улица, 22
Гурзуфская улица, 4
Макетная улица, 19
Горская улица, 14
Циолковского улица, 39
Ивлева улица, 24
Демьяновская улица, 40
Астрономическая улица, 37
Белухи переулок, 30
Петрозаводская улица, 38
Фрезерная улица, 18
Курганский проезд, 5
Дукача улица, 20
Ивлева улица, 2
Хинганский переулок, 37
Дмитрия Шамшурина улица, 31
Гомельская улица, 7
Станиславского улица, 4
Камышенский 9-й переулок, 37
Лучезарная улица, 10
Лазо улица, 33
Альпийский переулок, 31
Коуракская улица, 1
Стофато улица, 10
Пермская 2-я улица, 13
Нагорная улица, 13
Дукача улица, 22
Бронный 12-й переулок, 14
Лесной п, 2
Ташкентская улица, 6
Рощинская 2-я улица, 19
Успенского 7-й переулок, 28
Коуракская улица, 19
Бугринская улица, 36
Римского-Корсакова 5-й переулок, 24
Чулымский 2-й переулок, 2
Черносельская 3-я улица, 21
Выборный переулок, 22
Фадеева 2-й переулок, 34
Игарская улица, 32
Сухой Лог улица, 40
Таманская улица, 1
Слесарей переулок, 24
Далидовича улица, 25
Панишева улица, 18
Патронная 1-я улица, 38
Брестская Горка улица, 4
Песочный 1-й переулок, 3
Профинтерна улица, 17
Подгорная 1-я улица, 25
Федора Ивачева улица, 5
Дегтярева улица, 1
Гостиная улица, 10
Левобережная улица, 2
Трикотажный 4-й переулок, 15
Филатова улица, 6
Левитана улица, 39
Переселенческая улица, 24
Дзержинского проспект, 26
Чулымская 3-я улица, 40
Трикотажный 4-й переулок, 11
Больничный переулок, 1
Римского-Корсакова улица, 16
Цветочная улица, 23
Пархоменко улица, 6
Асфальтный переулок, 29
Бронный 4-й переулок, 25
Дорожная улица, 25
Красногорский 2-й переулок, 36
Руставели улица, 14
Майкопская улица, 32
Ельцовка 1-я улица, 32
Красноармейский проезд, 7
Григоровича улица, 10
Станционная 2-я улица, 20
Гражданская улица, 19
Песочный 1-й переулок, 36
Тубинская улица, 37
Серебряный переулок, 11
Сочинская улица, 26
Плющихи Правый Берег улица, 30
Ельцовка улица, 2
Покатный 2-й переулок, 8
Серпуховская улица, 15
Сузунская Нижняя улица, 9
Далидовича улица, 9
Брюллова улица, 4
Журинская улица, 1
Кривощёковская улица, 16
Узорная улица, 5
Байкальский переулок, 8
Дачи УВД тер, 7
Почтовый 8-й переулок, 13
Кропоткина улица, 31
Новогодняя улица, 21
Карельская улица, 8
Пашино пгт, 39
Курганская улица, 18
Свечникова улица, 25
Короленко Малая улица, 17
Блюхера улица, 3
Сузунская Нижняя улица, 24
Сибиряков-Гвардейцев площадь, 3
Шишкина улица, 21
6 Пятилетки 1-й переулок, 28
Хуторская улица, 22
Красногорская улица, 10
Станичная улица, 16
Кавказский 1-й переулок, 4
Карамзина улица, 33
Окинская 2-я улица, 18
Тельбесская улица, 17
Почтовый Лог улица, 13
Сухарная 1-я улица, 23
Столетова улица, 9
Тракторная улица, 9
Успенского 2-й переулок, 8
Краевая улица, 15
Космическая улица, 15
Бийский Конный Спуск улица, 16
Юбилейная улица, 15
Сибсельмашевская улица, 15
Радиотехническая улица, 5
Сормовская улица, 40
Тальниковый проезд, 38
Станиславского улица, 18
Революции улица, 23
Курортная улица, 37
Больничная улица, 38
Речная улица, 5
Демакова улица, 6
Кубановская улица, 33
Подбельского переулок, 39
Кирзаводский 2-й переулок, 24
Северная улица, 14
Автономная улица, 31
Добролюбова улица, 40
